Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
tig00000001_polypolish	cds	2812235	2812681	+	NHFMJM_12850	cytC556	Cytochrome c prime	COG:C, COG:COG3909, SO:0001217, UniRef:UniRef50_P00142, UniRef:UniRef90_B7WZ27
tig00000001_polypolish	cds	2812821	2813333	-	NHFMJM_12855	bcp	Redoxin	COG:COG1225, COG:O, RefSeq:WP_003081729.1, SO:0001217, UniParc:UPI00024654A6, UniRef:UniRef100_UPI00024654A6, UniRef:UniRef50_A0A0L6T566, UniRef:UniRef90_A0A076PMF5
tig00000001_polypolish	cds	2813485	2814048	+	NHFMJM_12860		hypothetical protein	
tig00000001_polypolish	cds	2814146	2814601	+	NHFMJM_12865	manX	PTS fructose transporter subunit IIA	COG:COG2893, COG:G, RefSeq:WP_034359049.1, SO:0001217, UniParc:UPI0005101FF5, UniRef:UniRef100_A0A096DPZ2, UniRef:UniRef50_A0A0G3BJM8, UniRef:UniRef90_A0A096DPZ2
tig00000001_polypolish	cds	2814570	2814839	+	NHFMJM_12870	ptsH	Phosphotransferase system, HPr-related protein	COG:COG1925, COG:TG, RefSeq:WP_053284307.1, SO:0001217, UniParc:UPI0006A52550, UniRef:UniRef100_A0A0L7MCP8, UniRef:UniRef50_A0A0H4WIT3, UniRef:UniRef90_D0IXH4
tig00000001_polypolish	cds	2815045	2816820	+	NHFMJM_12875	ptsP	Phosphoenolpyruvate-protein phosphotransferase	COG:COG1080, COG:G, SO:0001217, UniRef:UniRef50_A0A520CV39, UniRef:UniRef90_A0A096EHX7
tig00000001_polypolish	cds	2817439	2818419	-	NHFMJM_12880	lipA	Lipoyl synthase	COG:COG0320, COG:H, SO:0001217, UniRef:UniRef50_Q31F42, UniRef:UniRef90_A0A1Y0EJ01
tig00000001_polypolish	cds	2818430	2819122	-	NHFMJM_12885	lipB	Octanoyltransferase	COG:COG0321, COG:H, SO:0001217, UniRef:UniRef50_Q12GR3, UniRef:UniRef90_D0IXH8
tig00000001_polypolish	cds	2819161	2819478	-	NHFMJM_12890	ybeD	UPF0250 protein GL58_17590	COG:COG2921, COG:T, RefSeq:WP_003059380.1, SO:0001217, UniParc:UPI0000E7BFBA, UniRef:UniRef100_A0A096GPW6, UniRef:UniRef50_Q12GR1, UniRef:UniRef90_A0A096GPW6
tig00000001_polypolish	cds	2819847	2820323	+	NHFMJM_12895		ATP synthase I chain	SO:0001217, UniParc:UPI0000E7C032, UniRef:UniRef100_B7WZ17, UniRef:UniRef50_A0A014MKK2, UniRef:UniRef90_B7WZ17
tig00000001_polypolish	cds	2820337	2821200	+	NHFMJM_12900	atpB	ATP synthase subunit a	COG:C, COG:COG0356, SO:0001217, UniRef:UniRef50_Q2KU30, UniRef:UniRef90_A0A080NT14
tig00000001_polypolish	cds	2821246	2821497	+	NHFMJM_12905	atpE	ATP synthase subunit c	COG:C, COG:COG0636, GO:0005886, GO:0008289, GO:0016021, GO:0045263, GO:0046933, RefSeq:WP_003059376.1, SO:0001217, UniParc:UPI0000E7BF99, UniRef:UniRef100_A0A096EC94, UniRef:UniRef50_B9MB98, UniRef:UniRef90_B9MB98
tig00000001_polypolish	cds	2821533	2822003	+	NHFMJM_12910	atpF	ATP synthase subunit b	COG:C, COG:COG0711, GO:0005886, GO:0016021, GO:0045263, GO:0046933, RefSeq:WP_003059375.1, SO:0001217, UniParc:UPI0000E7BFC6, UniRef:UniRef100_A0A1Y1J944, UniRef:UniRef50_B1XSD0, UniRef:UniRef90_A9BPU3
tig00000001_polypolish	cds	2822016	2822555	+	NHFMJM_12915	atpH	ATP synthase subunit delta	COG:C, COG:COG0712, SO:0001217, UniRef:UniRef50_C5CNB4, UniRef:UniRef90_A0A076PLM0
tig00000001_polypolish	cds	2822601	2824160	+	NHFMJM_12920	atpA	ATP synthase subunit alpha	COG:C, COG:COG0056, SO:0001217, UniRef:UniRef50_Q2STE7, UniRef:UniRef90_A0A096FA42
tig00000001_polypolish	cds	2824179	2825045	+	NHFMJM_12925	atpG	ATP synthase gamma chain	COG:C, COG:COG0224, SO:0001217, UniRef:UniRef50_A9BPU6, UniRef:UniRef90_A0A014NXM1
tig00000001_polypolish	cds	2825080	2826489	+	NHFMJM_12930	atpD1	ATP synthase subunit beta 1	COG:C, COG:COG0055, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0045261, GO:0046933, GO:0046961, RefSeq:WP_043370619.1, SO:0001217, UniParc:UPI0004E7E9D7, UniRef:UniRef100_A0A076PFZ5, UniRef:UniRef50_A9WGS4, UniRef:UniRef90_A9BPU7
tig00000001_polypolish	cds	2826642	2827058	+	NHFMJM_12935	atpC	ATP synthase epsilon chain	COG:C, COG:COG0355, RefSeq:WP_003059364.1, SO:0001217, UniParc:UPI0000E7C011, UniRef:UniRef100_A0A096E7Q8, UniRef:UniRef50_Q9KNH6, UniRef:UniRef90_K0HYP9
tig00000001_polypolish	cds	2827199	2827468	-	NHFMJM_12940		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A072TE15, UniRef:UniRef90_A0A096ESX2
tig00000001_polypolish	cds	2827610	2828284	+	NHFMJM_12945	ysdA	Cold-shock DNA-binding domain protein	COG:COG3326, COG:S, SO:0001217, UniRef:UniRef50_A0A1B2D6X5, UniRef:UniRef90_D0IXJ0
tig00000001_polypolish	cds	2828330	2828869	-	NHFMJM_12950		TPM-phosphatase domain-containing protein	COG:COG3762, COG:S, SO:0001217, UniRef:UniRef50_A0A1Y1J9D6, UniRef:UniRef90_A0A1Y1J9D6
tig00000001_polypolish	cds	2828871	2829785	-	NHFMJM_12955		TPM domain-containing protein	SO:0001217, UniRef:UniRef50_B1Y3U8, UniRef:UniRef90_UPI0015FE7175
tig00000001_polypolish	cds	2829810	2830427	-	NHFMJM_12960	lemA	LemA protein	COG:COG1704, COG:M, SO:0001217, UniRef:UniRef50_G2J3P1, UniRef:UniRef90_A0A2G6YUZ9
tig00000001_polypolish	cds	2830543	2831298	+	NHFMJM_12965		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7L5Y5D6, UniRef:UniRef90_D0IXJ4
tig00000001_polypolish	cds	2831295	2832266	+	NHFMJM_12970	yheT	AB hydrolase-1 domain-containing protein	COG:COG0429, COG:R, SO:0001217, UniRef:UniRef50_E6VN74, UniRef:UniRef90_A0A370ECU6
tig00000001_polypolish	cds	2832296	2832853	+	NHFMJM_12975		DUF2946 domain-containing protein	SO:0001217, UniRef:UniRef50_D0IXJ6, UniRef:UniRef90_A0A0L7MBT2
tig00000001_polypolish	cds	2832942	2833805	-	NHFMJM_12980	cytC5	Cytochrome c class I	COG:C, COG:COG3245, SO:0001217, UniRef:UniRef50_A0A193GJV1, UniRef:UniRef90_B7WZ00
tig00000001_polypolish	cds	2834004	2835437	-	NHFMJM_12985	tolC	Multidrug transporter	COG:COG1538, COG:M, SO:0001217, UniRef:UniRef50_A0A1V2VHY8, UniRef:UniRef90_A0A076PCQ5
tig00000001_polypolish	cds	2835430	2838609	-	NHFMJM_12990	adeB	Efflux pump membrane transporter	COG:COG0841, COG:V, SO:0001217, UniRef:UniRef50_A3RYP0, UniRef:UniRef90_A0A5A7MA58
tig00000001_polypolish	cds	2838622	2839938	-	NHFMJM_12995	acrA	Efflux transporter, RND family, MFP subunit	COG:COG0845, COG:MV, SO:0001217, UniRef:UniRef50_C5CN72, UniRef:UniRef90_D0IXK0
tig00000001_polypolish	cds	2840157	2840777	+	NHFMJM_13000	acrR	Transcriptional regulator, TetR family	COG:COG1309, COG:K, RefSeq:WP_003065361.1, SO:0001217, UniParc:UPI0001DA712C, UniRef:UniRef100_A0A0K6IG07, UniRef:UniRef50_D0IXK1, UniRef:UniRef90_D0IXK1
tig00000001_polypolish	tRNA	2840852	2840927	+	NHFMJM_13005	Arg_trna	tRNA-Arg	SO:0001036
tig00000001_polypolish	tRNA	2841008	2841093	+	NHFMJM_13010	Tyr_trna	tRNA-Tyr	SO:0000272
tig00000001_polypolish	tRNA	2841152	2841225	+	NHFMJM_13015	Gly_trna	tRNA-Gly	SO:0000260
tig00000001_polypolish	tRNA	2841270	2841344	+	NHFMJM_13020	Thr_trna	tRNA-Thr	SO:0000270
tig00000001_polypolish	cds	2841420	2842610	+	NHFMJM_13025	tuf	Elongation factor Tu	COG:COG0050, COG:J, RefSeq:WP_053281820.1, SO:0001217, UniParc:UPI0006A4C96C, UniRef:UniRef100_A0A0L7MBS4, UniRef:UniRef50_Q9P9Q9, UniRef:UniRef90_A0A5A7MDE0
tig00000001_polypolish	tRNA	2842620	2842695	+	NHFMJM_13030	Trp_trna	tRNA-Trp	SO:0000271
tig00000001_polypolish	cds	2842729	2843166	+	NHFMJM_13035	secE	Protein translocase subunit SecE	COG:COG0690, COG:U, SO:0001217, UniRef:UniRef50_K0HYR6, UniRef:UniRef90_A0A096FAV8
tig00000001_polypolish	cds	2843166	2843753	+	NHFMJM_13040	nusG	Transcription termination/antitermination protein NusG	COG:COG0250, COG:K, RefSeq:WP_003065695.1, SO:0001217, UniParc:UPI0001BB0C57, UniRef:UniRef100_A0A096D0J9, UniRef:UniRef50_Q9KV35, UniRef:UniRef90_A0A072T305
tig00000001_polypolish	cds	2843879	2844310	+	NHFMJM_13045	rplK	50S ribosomal protein L11	COG:COG0080, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0070180, RefSeq:WP_003059339.1, SO:0001217, UniParc:UPI0000E7C017, UniRef:UniRef100_A0A096GLV0, UniRef:UniRef50_P56210, UniRef:UniRef90_A9BR94
tig00000001_polypolish	cds	2844311	2845006	+	NHFMJM_13050	rplA	50S ribosomal protein L1	COG:COG0081, COG:J, SO:0001217, UniRef:UniRef50_P10054, UniRef:UniRef90_F5Y0U3
tig00000001_polypolish	cds	2845234	2845758	+	NHFMJM_13055	rplJ	50S ribosomal protein L10	COG:COG0244, COG:J, GO:0003735, GO:0006412, GO:0015934, GO:0042254, GO:0070180, RefSeq:WP_034374512.1, SO:0001217, UniParc:UPI00050F9010, UniRef:UniRef100_A0A096HBF4, UniRef:UniRef50_A9BR96, UniRef:UniRef90_A9BR96
tig00000001_polypolish	cds	2845795	2846172	+	NHFMJM_13060	rplL	50S ribosomal protein L7/L12	COG:COG0222, COG:J, GO:0003735, GO:0005840, GO:0006412, RefSeq:WP_034374514.1, SO:0001217, UniParc:UPI00050DAECA, UniRef:UniRef100_A0A096F8Y4, UniRef:UniRef50_B1XSP2, UniRef:UniRef90_A9BR97
tig00000001_polypolish	cds	2846447	2850559	+	NHFMJM_13065	rpoB	DNA-directed RNA polymerase subunit beta	COG:COG0085, COG:K, EC:2.7.7.6, GO:0003677, GO:0003899, GO:0006351, GO:0032549, SO:0001217, UniRef:UniRef50_A6T3L3, UniRef:UniRef90_A1TVT0
tig00000001_polypolish	cds	2850681	2854904	+	NHFMJM_13070	rpoC	DNA-directed RNA polymerase subunit beta'	COG:COG0086, COG:K, EC:2.7.7.6, GO:0000287, GO:0003677, GO:0003899, GO:0006351, GO:0008270, SO:0001217, UniRef:UniRef50_C5CKF4, UniRef:UniRef90_A9BR99
tig00000001_polypolish	cds	2855111	2856496	+	NHFMJM_13075	rsmB	16S rRNA m5C967 methyltransferase	COG:COG0144, COG:J, SO:0001217, UniRef:UniRef50_A0A0T2ZEX3, UniRef:UniRef90_A0A5D9AT80
tig00000001_polypolish	cds	2856522	2857109	+	NHFMJM_13080		DUF4390 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1H0WVQ0, UniRef:UniRef90_A0A0K6ICP3
tig00000001_polypolish	cds	2857109	2859430	+	NHFMJM_13085	ntrY	Histidine kinase	COG:COG5000, COG:T, SO:0001217, UniRef:UniRef50_A0A4Q3G493, UniRef:UniRef90_A0A2G6YVC4
tig00000001_polypolish	cds	2859469	2860134	+	NHFMJM_13090	atoC	Response regulator receiver protein	COG:COG2204, COG:T, SO:0001217, UniRef:UniRef50_A0A6H2HDN4, UniRef:UniRef90_D0IXL4
tig00000001_polypolish	tRNA	2860221	2860296	+	NHFMJM_13095	Phe_trna	tRNA-Phe	SO:0000267
tig00000001_polypolish	tRNA	2860456	2860531	+	NHFMJM_13100	Phe_trna	tRNA-Phe	SO:0000267
tig00000001_polypolish	cds	2860800	2861204	+	NHFMJM_13105		Group 3 truncated hemoglobin ctb	SO:0001217, UniRef:UniRef50_A0A2J7VA32
tig00000001_polypolish	cds	2861197	2862456	+	NHFMJM_13110		NnrS family protein	SO:0001217, UniRef:UniRef50_A0A3M6Q996
tig00000001_polypolish	cds	2862470	2862928	+	NHFMJM_13115		Transcriptional regulator, BadM/Rrf2 family	SO:0001217, UniRef:UniRef50_B1Y802
tig00000001_polypolish	cds	2862925	2863365	+	NHFMJM_13120		Integral membrane protein 2	SO:0001217, UniRef:UniRef50_E3HPH9
tig00000001_polypolish	cds	2863551	2867105	+	NHFMJM_13125	recC	RecBCD enzyme subunit RecC	COG:COG1330, COG:L, SO:0001217, UniRef:UniRef50_A0A4P8HNJ1, UniRef:UniRef90_D0IXL5
tig00000001_polypolish	cds	2867102	2870914	+	NHFMJM_13130	recB	RecBCD enzyme subunit RecB	COG:COG1074, COG:L, SO:0001217, UniRef:UniRef50_A0A398C6J4, UniRef:UniRef90_D0IXL6
tig00000001_polypolish	cds	2870911	2873001	+	NHFMJM_13135	recD	RecBCD enzyme subunit RecD	COG:COG0507, COG:L, SO:0001217, UniRef:UniRef50_A9BRB0, UniRef:UniRef90_D0IXL7
tig00000001_polypolish	cds	2873140	2873553	-	NHFMJM_13140		VOC domain-containing protein	COG:COG3565, COG:R, SO:0001217, UniRef:UniRef50_F5Y1H7, UniRef:UniRef90_A0A370EI82
tig00000001_polypolish	cds	2873627	2874286	-	NHFMJM_13145	gstA	Glutathione S-transferase	COG:COG0625, COG:O, SO:0001217, UniRef:UniRef50_Q1LPR5, UniRef:UniRef90_A0A076PLP9
tig00000001_polypolish	cds	2874402	2874803	+	NHFMJM_13150		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A076PIN0, UniRef:UniRef90_A0A076PIN0
tig00000001_polypolish	cds	2874945	2875460	+	NHFMJM_13155		Copper metallochaperone	COG:COG2847, COG:P, SO:0001217, UniRef:UniRef50_F5Y1H2, UniRef:UniRef90_A0A1Y1J5N7
tig00000001_polypolish	cds	2875588	2876457	+	NHFMJM_13160		hypothetical protein	
tig00000001_polypolish	cds	2876530	2877780	+	NHFMJM_13165	fIST	Small ligand-binding sensory domain FIST	COG:COG4398, COG:T, SO:0001217, UniRef:UniRef50_A9BRB5, UniRef:UniRef90_B7WY77
tig00000001_polypolish	cds	2878019	2879173	-	NHFMJM_13170	yciW1	Carboxymuconolactone decarboxylase	COG:COG4950, COG:S, SO:0001217, UniRef:UniRef50_A0A210VUZ7, UniRef:UniRef90_A0A5N7WRE0
tig00000001_polypolish	cds	2879189	2880652	-	NHFMJM_13175	czcO	Putative transmembrane oxidoreductase protein	COG:COG2072, COG:P, SO:0001217, UniRef:UniRef50_A0A6J4TBV9, UniRef:UniRef90_D0IXM5
tig00000001_polypolish	cds	2880853	2881863	-	NHFMJM_13180	tctC	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC	COG:C, COG:COG3181, SO:0001217, UniRef:UniRef50_A0A6P2DX69, UniRef:UniRef90_D0IXM6
tig00000001_polypolish	cds	2882072	2882476	-	NHFMJM_13185		hypothetical protein	SO:0001217, UniRef:UniRef50_A9BRC2, UniRef:UniRef90_B7WY73
tig00000001_polypolish	cds	2882676	2883488	-	NHFMJM_13190		Transcriptional regulator, XRE family	SO:0001217, UniRef:UniRef50_A0A0H2LWH3, UniRef:UniRef90_B7WY72
tig00000001_polypolish	cds	2883519	2884319	+	NHFMJM_13195		hypothetical protein	SO:0001217, UniRef:UniRef50_D0IXM9, UniRef:UniRef90_D0IXM9
tig00000001_polypolish	cds	2884425	2886377	+	NHFMJM_13200	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	COG:COG0204, COG:I, SO:0001217, UniRef:UniRef50_A0A1N7RTU7, UniRef:UniRef90_A0A2G6YV43
tig00000001_polypolish	ncRNA	2885125	2885246	+	NHFMJM_13205	Bcj11	Burkholderia RNA 11	RFAM:RF02835, SO:0000655
tig00000001_polypolish	cds	2886388	2887161	-	NHFMJM_13210		DUF3047 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0E3BJ40, UniRef:UniRef90_A0A0K6ID05
tig00000001_polypolish	cds	2887350	2887856	+	NHFMJM_13215		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1Y0N5X8, UniRef:UniRef90_A0A1Y1J8Z5
tig00000001_polypolish	cds	2887878	2888735	+	NHFMJM_13220		Membrane protein	COG:COG4727, COG:S, SO:0001217, UniRef:UniRef50_A0A2A7URU9, UniRef:UniRef90_A0A0E3BQ76
tig00000001_polypolish	cds	2888806	2889906	+	NHFMJM_13225		Double zinc ribbon	COG:COG2888, COG:R, SO:0001217, UniRef:UniRef50_A0A221KED4, UniRef:UniRef90_A0A0K6ICU1
tig00000001_polypolish	cds	2889955	2891376	-	NHFMJM_13230	mASE1	GGDEF domain-containing protein	COG:COG3447, COG:T, SO:0001217, UniRef:UniRef50_A0A1Y1JAQ5, UniRef:UniRef90_A0A1Y1JAQ5
tig00000001_polypolish	cds	2891641	2892813	-	NHFMJM_13235	tgt	Queuine tRNA-ribosyltransferase	COG:COG0343, COG:J, SO:0001217, UniRef:UniRef50_Q9K096, UniRef:UniRef90_A0A7G5EN38
tig00000001_polypolish	cds	2892935	2893408	+	NHFMJM_13240	uspA	UspA domain protein	COG:COG0589, COG:T, RefSeq:WP_182285434.1, SO:0001217, UniParc:UPI0015F7FFEC, UniRef:UniRef100_UPI0015F7FFEC, UniRef:UniRef50_A9BPY1, UniRef:UniRef90_B7WY63
tig00000001_polypolish	cds	2893463	2893948	-	NHFMJM_13245		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0W7Z5U6, UniRef:UniRef90_A0A0L7N7A2
tig00000001_polypolish	cds	2893980	2894564	-	NHFMJM_13250	marR	DNA-binding transcriptional regulator, MarR family	COG:COG1846, COG:K, SO:0001217, UniRef:UniRef50_A0A0N1AXU1, UniRef:UniRef90_A0A0K6ID29
tig00000001_polypolish	cds	2894621	2896945	+	NHFMJM_13255	fadH	Anthraniloyl-CoA monooxygenase	COG:C, COG:COG1902, SO:0001217, UniRef:UniRef50_A0A1E7W7J2, UniRef:UniRef90_A0A1Y1J983
tig00000001_polypolish	cds	2897082	2897852	+	NHFMJM_13260		3-oxoacyl-[acyl-carrier-protein] reductase FabG	SO:0001217, UniRef:UniRef50_A0A0D6FS44
tig00000001_polypolish	cds	2897874	2898728	+	NHFMJM_13265	caiD	Enoyl-CoA hydratase	COG:COG1024, COG:I, SO:0001217, UniRef:UniRef50_A0A379BMG7, UniRef:UniRef90_A0A076PG50
tig00000001_polypolish	cds	2898730	2899893	+	NHFMJM_13270	caiA	Acyl-CoA dehydrogenase-like protein	COG:COG1960, COG:I, SO:0001217, UniRef:UniRef50_A1K6U3, UniRef:UniRef90_D0IXP4
tig00000001_polypolish	cds	2899949	2901559	+	NHFMJM_13275	acs	Benzoate-CoA ligase	COG:COG0365, COG:I, SO:0001217, UniRef:UniRef50_A0A0H4WLW4, UniRef:UniRef90_D0IXP5
tig00000001_polypolish	cds	2901638	2902099	+	NHFMJM_13280		4-hydroxybenzoyl-CoA thioesterase	SO:0001217, UniRef:UniRef50_A0A2A2AVI0
tig00000001_polypolish	cds	2902102	2902494	+	NHFMJM_13285	ridA	RidA family protein	COG:COG0251, COG:V, SO:0001217, UniRef:UniRef50_A0A6G8NQY3, UniRef:UniRef90_A0A373FAB4
tig00000001_polypolish	cds	2902675	2903346	+	NHFMJM_13290	tesA	Amino acid transport related protein	COG:COG2755, COG:DI, SO:0001217, UniRef:UniRef50_A0A3M6Q9E3, UniRef:UniRef90_D0IXP8
tig00000001_polypolish	cds	2903385	2904599	-	NHFMJM_13295	pldA	Phospholipase A1	COG:COG2829, COG:M, SO:0001217, UniRef:UniRef50_A0A3S0XEE2, UniRef:UniRef90_A0A0E3C6A6
tig00000001_polypolish	cds	2904641	2905069	-	NHFMJM_13300		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A076PCT9, UniRef:UniRef90_A0A0L7N7G0
tig00000001_polypolish	cds	2905079	2907151	-	NHFMJM_13305	uvrD	ATP-dependent DNA helicase Rep	COG:COG0210, COG:L, SO:0001217, UniRef:UniRef50_A0A1A9HNC2, UniRef:UniRef90_B7WY51
tig00000001_polypolish	cds	2907429	2908169	+	NHFMJM_13310		hypothetical protein	SO:0001217, UniRef:UniRef50_D0IXQ2, UniRef:UniRef90_A0A0L7N777
tig00000001_polypolish	cds	2908166	2908732	+	NHFMJM_13315	srp102	Putative GTPase	COG:COG2229, COG:U, SO:0001217, UniRef:UniRef50_A0A1G7CTS4, UniRef:UniRef90_D0IXQ3
tig00000001_polypolish	cds	2908729	2909130	+	NHFMJM_13320		Robl-LC7 domain-containing protein	COG:COG2018, COG:T, SO:0001217, UniRef:UniRef50_A0A0L7N789, UniRef:UniRef90_A0A0L7N789
tig00000001_polypolish	cds	2909216	2909575	+	NHFMJM_13325		hypothetical protein	RefSeq:WP_003078024.1, SO:0001217, UniParc:UPI0002465580, UniRef:UniRef100_A0A096FHD7, UniRef:UniRef50_D8JN63, UniRef:UniRef90_B7WY47
tig00000001_polypolish	cds	2909703	2910653	+	NHFMJM_13330	yfdV	Auxin Efflux Carrier	COG:COG0679, COG:R, SO:0001217, UniRef:UniRef50_E6V8H6, UniRef:UniRef90_B7WY46
tig00000001_polypolish	cds	2910829	2911950	-	NHFMJM_13335	ansA	L-asparaginase, type II	COG:COG0252, COG:JE, SO:0001217, UniRef:UniRef50_P10182, UniRef:UniRef90_B7WY45
tig00000001_polypolish	cds	2912146	2914338	-	NHFMJM_13340	priA	Primosomal protein N'	COG:COG1198, COG:L, SO:0001217, UniRef:UniRef50_A9BPZ6, UniRef:UniRef90_A0A0L7N8A8
tig00000001_polypolish	cds	2914999	2916201	-	NHFMJM_13345	hemE	Uroporphyrinogen decarboxylase	COG:COG0407, COG:H, EC:4.1.1.37, GO:0004853, GO:0005737, GO:0006782, SO:0001217, UniRef:UniRef50_Q0K5N1, UniRef:UniRef90_A1WCJ3
tig00000001_polypolish	cds	2916331	2917197	+	NHFMJM_13350		Ornithine-acyl[acyl carrier protein] N-acyltransferase	COG:COG3176, COG:R, SO:0001217, UniRef:UniRef50_Q12BC4, UniRef:UniRef90_A0A370EJ55
tig00000001_polypolish	cds	2917260	2917775	-	NHFMJM_13355		hypothetical protein	SO:0001217, UniRef:UniRef50_A9BQ17, UniRef:UniRef90_D0IXR1
tig00000001_polypolish	cds	2918102	2918488	+	NHFMJM_13360	vOC	VOC domain-containing protein	COG:COG3324, COG:R, RefSeq:WP_012836833.1, SO:0001217, UniParc:UPI0001BB0CD0, UniRef:UniRef100_A0A096FHL9, UniRef:UniRef50_A0A1I0VR75, UniRef:UniRef90_A0A1Y1J8X0
tig00000001_polypolish	cds	2918519	2920807	-	NHFMJM_13365		Protein-disulfide reductase	SO:0001217, UniRef:UniRef50_F0Q7P9, UniRef:UniRef90_A0A0E3BTS0
tig00000001_polypolish	cds	2921027	2922001	+	NHFMJM_13370		Tripartite tricarboxylate transporter family receptor	SO:0001217, UniRef:UniRef50_Q1LBK1, UniRef:UniRef90_B7WY38
tig00000001_polypolish	cds	2921988	2923664	-	NHFMJM_13375	norM	MATE efflux family protein	COG:COG0534, COG:V, SO:0001217, UniRef:UniRef50_A0A1C2DD96, UniRef:UniRef90_B7WY37
tig00000001_polypolish	cds	2923743	2924618	+	NHFMJM_13380		Creatinine amidohydrolase	SO:0001217, UniRef:UniRef50_V4YKQ7
tig00000001_polypolish	cds	2925254	2926240	-	NHFMJM_13385	tctC	TctC	COG:C, COG:COG3181, SO:0001217, UniRef:UniRef50_A0A536YB22, UniRef:UniRef90_A0A0E3BN14
tig00000001_polypolish	cds	2926342	2926791	-	NHFMJM_13390		hypothetical protein	
tig00000001_polypolish	cds	2926840	2927517	-	NHFMJM_13395	phoE	Phosphoglycerate kinase	COG:COG0406, COG:G, SO:0001217, UniRef:UniRef50_A0A1Y0NBF8, UniRef:UniRef90_A0A076PG77
tig00000001_polypolish	cds	2927803	2928831	+	NHFMJM_13400	afuA	Extracellular solute-binding protein family 1	COG:COG1840, COG:P, SO:0001217, UniRef:UniRef50_A0A1B3NNM8, UniRef:UniRef90_B7WY32
tig00000001_polypolish	cds	2929051	2930703	+	NHFMJM_13405	fbpB	Iron utilization protein	COG:COG1178, COG:P, SO:0001217, UniRef:UniRef50_A0A246QCY7, UniRef:UniRef90_D0IXS0
tig00000001_polypolish	cds	2930870	2931529	+	NHFMJM_13410	potA	ABC transporter	COG:COG3842, COG:E, RefSeq:WP_034353083.1, SO:0001217, UniParc:UPI00050DE19A, UniRef:UniRef100_A0A096EHG6, UniRef:UniRef50_A0A085GBY2, UniRef:UniRef90_A0A096EHG6
tig00000001_polypolish	cds	2931533	2932501	-	NHFMJM_13415	yHI9	Phenazine biosynthesis protein PhzF family	COG:COG0384, COG:R, SO:0001217, UniRef:UniRef50_A0A0P0MC27, UniRef:UniRef90_D0IXS2
tig00000001_polypolish	cds	2932695	2933948	-	NHFMJM_13420	aRO8	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	COG:COG1167, COG:KE, SO:0001217, UniRef:UniRef50_A0A221KAU4, UniRef:UniRef90_A0A0K6ID01
tig00000001_polypolish	cds	2934254	2935726	+	NHFMJM_13425	aRO8	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	COG:COG1167, COG:KE, SO:0001217, UniRef:UniRef50_A0A433SC19, UniRef:UniRef90_A0A0K6ID32
tig00000001_polypolish	cds	2935723	2936550	-	NHFMJM_13430	chbG	Chitooligosaccharide deacetylase ChbG, YdjC/CelG family	COG:COG3394, COG:G, SO:0001217, UniRef:UniRef50_A0A4V1TUV3, UniRef:UniRef90_D0IXS5
tig00000001_polypolish	cds	2936547	2936963	-	NHFMJM_13435	gtrA	Polysaccharide synthesis protein GtrA	COG:COG2246, COG:I, SO:0001217, UniRef:UniRef50_A1TJR4, UniRef:UniRef90_A0A0L7N7T7
tig00000001_polypolish	cds	2936960	2938012	-	NHFMJM_13440	wcaA	Glycosyltransferase involved in cell wall biosynthesis	COG:COG0463, COG:M, SO:0001217, UniRef:UniRef50_F3KW48, UniRef:UniRef90_A0A370EGZ5
tig00000001_polypolish	cds	2938061	2939578	+	NHFMJM_13445	arnT	4-amino-4-deoxy-L-arabinose transferase and	COG:COG1807, COG:M, SO:0001217, UniRef:UniRef50_A0A1E4LMA5, UniRef:UniRef90_D0IXS8
tig00000001_polypolish	cds	2939645	2940007	-	NHFMJM_13450		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A072T6H2, UniRef:UniRef90_A0A370EIE7
tig00000001_polypolish	cds	2940046	2940360	-	NHFMJM_13455	flgM	flagellar biosynthesis anti-sigma factor FlgM	COG:COG2747, COG:KN, SO:0001217, UniRef:UniRef50_A0A5D9ATR9, UniRef:UniRef90_UPI00141D885D
tig00000001_polypolish	cds	2940478	2941236	-	NHFMJM_13460	flgA	SAF domain-containing protein	COG:COG1261, COG:N, SO:0001217, UniRef:UniRef50_A0A2A7URY6, UniRef:UniRef90_A0A5A7MAR0
tig00000001_polypolish	cds	2941441	2941854	+	NHFMJM_13465	flgB	Flagellar basal body rod protein FlgB	COG:COG1815, COG:N, SO:0001217, UniRef:UniRef50_A0A2A7UZY8, UniRef:UniRef90_A0A096ELJ3
